District	County	State PM	Abs PM	Length	Latitude	Longitude
1	Millard	170.753	170.753	.073	39.04547	-112.29326
1	Millard	170.697	170.697	.056	39.0447	-112.2936
1	Millard	170.616	170.616	.081	39.04359	-112.29407
1	Millard	170.554	170.554	.063	39.04273	-112.29444
1	Millard	170.489	170.489	.065	39.04184	-112.29483
1	Millard	170.408	170.408	.081	39.04072	-112.2953
1	Millard	170.344	170.344	.063	39.03985	-112.29567
1	Millard	170.261	170.261	.084	39.0387	-112.29616
1	Millard	170.209	170.209	.052	39.03799	-112.29647
1	Millard	170.173	170.173	.036	39.03749	-112.29669
1	Millard	170.136	170.136	.037	39.03698	-112.2969
1	Millard	170.093	170.093	.042	39.0364	-112.29715
1	Millard	170.032	170.032	.062	39.03555	-112.29752
1	Millard	169.948	169.948	.084	39.0344	-112.29801
1	Millard	169.885	169.885	.063	39.03354	-112.29838
1	Millard	169.781	169.781	.104	39.03211	-112.29899
1	Millard	169.677	169.677	.105	39.03067	-112.29961
1	Millard	169.615	169.615	.062	39.02982	-112.29998
1	Millard	169.552	169.552	.062	39.02896	-112.30034
1	Millard	169.469	169.469	.083	39.02782	-112.30084
1	Millard	169.386	169.386	.084	39.02667	-112.30133
1	Millard	169.281	169.281	.105	39.02523	-112.30195
1	Millard	169.197	169.197	.084	39.02408	-112.30244
1	Millard	169.114	169.114	.084	39.02293	-112.30293
1	Millard	169.051	169.051	.063	39.02207	-112.30333
1	Millard	168.967	168.967	.084	39.02093	-112.30388
1	Millard	168.904	168.904	.063	39.02009	-112.30432
1	Millard	168.841	168.841	.063	39.01924	-112.30476
1	Millard	168.778	168.778	.063	39.01841	-112.30523
1	Millard	168.715	168.715	.063	39.01757	-112.30571
1	Millard	168.631	168.631	.084	39.01646	-112.30634
1	Millard	168.568	168.568	.063	39.01563	-112.30682
1	Millard	168.527	168.527	.042	39.01508	-112.30714
1	Millard	168.485	168.485	.042	39.01452	-112.30745
1	Millard	168.432	168.432	.053	39.01382	-112.30785
1	Millard	168.39	168.39	.041	39.01327	-112.30816
1	Millard	168.35	168.35	.041	39.01273	-112.30847
1	Millard	168.276	168.276	.074	39.01175	-112.30903
1	Millard	168.227	168.227	.049	39.0111	-112.3094
1	Millard	168.151	168.151	.076	39.0101	-112.30998
1	Millard	168.084	168.084	.067	39.00921	-112.31049
1	Millard	168.022	168.022	.061	39.0084	-112.31096
1	Millard	167.9	167.9	.122	39.0068	-112.31194
1	Millard	167.795	167.795	.105	39.00544	-112.31281
1	Millard	167.691	167.691	.105	39.0041	-112.31372
1	Millard	167.624	167.624	.067	39.00325	-112.31431
1	Millard	167.592	167.592	.032	39.00284	-112.3146
1	Millard	167.502	167.502	.089	39.00172	-112.31543
1	Millard	167.46	167.46	.042	39.00119	-112.31583
1	Millard	167.397	167.397	.063	39.00041	-112.31643
1	Millard	167.355	167.355	.043	38.99988	-112.31684
1	Millard	167.327	167.327	.028	38.99954	-112.31711
1	Millard	167.272	167.272	.055	38.99887	-112.31766
1	Millard	167.223	167.223	.049	38.99827	-112.31815
1	Millard	167.189	167.189	.034	38.99786	-112.31851
1	Millard	167.153	167.153	.035	38.99743	-112.31887
1	Millard	167.094	167.094	.059	38.9967	-112.31945
1	Millard	167.036	167.036	.058	38.99601	-112.32006
1	Millard	166.978	166.978	.058	38.99533	-112.32069
1	Millard	166.919	166.919	.06	38.99463	-112.32134
1	Millard	166.858	166.858	.061	38.99393	-112.32202
1	Millard	166.818	166.818	.04	38.99347	-112.32248
1	Millard	166.758	166.758	.06	38.99278	-112.32317
1	Millard	166.713	166.713	.045	38.99227	-112.32369
1	Millard	166.677	166.677	.035	38.99187	-112.3241
1	Millard	166.637	166.637	.041	38.99141	-112.32457
1	Millard	166.577	166.577	.06	38.99074	-112.32528
1	Millard	166.478	166.478	.099	38.98967	-112.32651
1	Millard	166.438	166.438	.04	38.98924	-112.327
1	Millard	166.393	166.393	.045	38.98877	-112.32759
1	Millard	166.315	166.315	.078	38.98795	-112.32858
1	Millard	166.27	166.27	.045	38.98746	-112.32912
1	Millard	166.242	166.242	.028	38.98716	-112.32948
1	Millard	166.21	166.21	.032	38.98681	-112.32987
1	Millard	166.18	166.18	.03	38.9865	-112.33026
1	Millard	166.15	166.15	.03	38.98618	-112.33064
1	Millard	166.121	166.121	.029	38.98588	-112.33101
1	Millard	166.089	166.089	.033	38.98553	-112.33142
1	Millard	166.043	166.043	.046	38.98505	-112.33201
1	Millard	166.003	166.003	.04	38.98463	-112.33251
1	Millard	165.964	165.964	.039	38.98422	-112.333
1	Millard	165.925	165.925	.039	38.9838	-112.33349
1	Millard	165.887	165.887	.038	38.98338	-112.33396
1	Millard	165.848	165.848	.039	38.98295	-112.33443
1	Millard	165.809	165.809	.039	38.98251	-112.33489
1	Millard	165.768	165.768	.04	38.98205	-112.33535
1	Millard	165.712	165.712	.056	38.9814	-112.33598
1	Millard	165.687	165.687	.026	38.9811	-112.33626
1	Millard	165.65	165.65	.037	38.98066	-112.33665
1	Millard	165.615	165.615	.035	38.98025	-112.33702
1	Millard	165.586	165.586	.029	38.9799	-112.33731
1	Millard	165.562	165.562	.024	38.9796	-112.33755
1	Millard	165.518	165.518	.044	38.97906	-112.33799
1	Millard	165.481	165.481	.037	38.9786	-112.33835
1	Millard	165.464	165.464	.017	38.97839	-112.3385
1	Millard	165.419	165.419	.045	38.97782	-112.33892
1	Millard	165.36	165.36	.059	38.97706	-112.33941
1	Millard	165.321	165.321	.039	38.97656	-112.33974
1	Millard	165.281	165.281	.041	38.97603	-112.34007
1	Millard	165.253	165.253	.027	38.97567	-112.34028
1	Millard	165.23	165.23	.023	38.97536	-112.34044
1	Millard	165.192	165.192	.038	38.97485	-112.34073
1	Millard	165.147	165.147	.045	38.97424	-112.34104
1	Millard	165.11	165.11	.036	38.97375	-112.34129
1	Millard	165.061	165.061	.049	38.97308	-112.3416
1	Millard	165.022	165.022	.039	38.97254	-112.34183
1	Millard	165.002	165.002	.02	38.97227	-112.34195
1	Millard	164.982	164.982	.02	38.97199	-112.34206
1	Millard	164.942	164.942	.039	38.97144	-112.34226
1	Millard	164.911	164.911	.031	38.971	-112.34241
1	Millard	164.895	164.895	.016	38.97078	-112.34249
1	Millard	164.863	164.863	.032	38.97033	-112.34264
1	Millard	164.823	164.823	.04	38.96977	-112.34282
1	Millard	164.799	164.799	.024	38.96943	-112.34293
1	Millard	164.757	164.757	.043	38.96883	-112.34312
1	Millard	164.715	164.715	.042	38.96824	-112.34332
1	Millard	164.686	164.686	.029	38.96783	-112.34344
1	Millard	164.664	164.664	.022	38.96752	-112.34353
1	Millard	164.651	164.651	.012	38.96735	-112.3436
1	Millard	164.622	164.622	.029	38.96694	-112.34372
1	Millard	164.588	164.588	.034	38.96646	-112.34388
1	Millard	164.548	164.548	.04	38.96589	-112.34406
1	Millard	164.511	164.511	.036	38.96538	-112.34423
1	Millard	164.467	164.467	.044	38.96476	-112.34442
1	Millard	164.45	164.45	.017	38.96452	-112.3445
1	Millard	164.372	164.372	.078	38.96342	-112.34485
1	Millard	164.308	164.308	.064	38.96252	-112.34513
1	Millard	164.266	164.266	.042	38.96193	-112.34531
1	Millard	164.224	164.224	.042	38.96134	-112.3455
1	Millard	164.177	164.177	.047	38.96068	-112.34572
1	Millard	164.142	164.142	.035	38.96018	-112.34587
1	Millard	164.103	164.103	.038	38.95964	-112.34605
1	Millard	164.076	164.076	.028	38.95925	-112.34618
1	Millard	164.036	164.036	.04	38.95869	-112.34635
1	Millard	164.004	164.004	.032	38.95824	-112.34649
1	Millard	163.973	163.973	.031	38.9578	-112.34663
1	Millard	163.932	163.932	.04	38.95723	-112.34681
1	Millard	163.912	163.912	.021	38.95694	-112.34691
1	Millard	163.872	163.872	.04	38.95638	-112.34709
1	Millard	163.827	163.827	.045	38.95575	-112.34728
1	Millard	163.777	163.777	.05	38.95505	-112.34751
1	Millard	163.732	163.732	.045	38.95442	-112.34771
1	Millard	163.714	163.714	.019	38.95416	-112.3478
1	Millard	163.698	163.698	.016	38.95393	-112.34787
1	Millard	163.679	163.679	.019	38.95367	-112.34798
1	Millard	163.658	163.658	.021	38.95337	-112.34805
1	Millard	163.618	163.618	.04	38.95281	-112.34823
1	Millard	163.557	163.557	.06	38.95196	-112.3485
1	Millard	163.497	163.497	.06	38.95112	-112.34879
1	Millard	163.438	163.438	.06	38.95029	-112.3491
1	Millard	163.398	163.398	.04	38.94974	-112.34934
1	Millard	163.358	163.358	.039	38.9492	-112.34958
1	Millard	163.321	163.321	.038	38.94868	-112.3498
1	Millard	163.259	163.259	.062	38.94785	-112.35024
1	Millard	163.199	163.199	.059	38.94706	-112.35067
1	Millard	163.14	163.14	.06	38.94627	-112.35113
1	Millard	163.09	163.09	.05	38.94563	-112.35155
1	Millard	163.04	163.04	.05	38.94498	-112.35196
1	Millard	162.98	162.98	.06	38.94422	-112.3525
1	Millard	162.94	162.94	.04	38.94372	-112.35287
1	Millard	162.9	162.9	.041	38.94324	-112.35331
1	Millard	162.861	162.861	.038	38.94277	-112.35368
1	Millard	162.822	162.822	.04	38.94228	-112.35407
1	Millard	162.762	162.762	.06	38.94155	-112.35468
1	Millard	162.705	162.705	.056	38.94088	-112.35528
1	Millard	162.68	162.68	.025	38.9406	-112.35558
1	Millard	162.65	162.65	.03	38.94026	-112.35592
1	Millard	162.618	162.618	.033	38.93989	-112.3563
1	Millard	162.576	162.576	.041	38.93943	-112.35679
1	Millard	162.534	162.534	.042	38.93897	-112.35731
1	Millard	162.497	162.497	.037	38.93856	-112.35776
1	Millard	162.47	162.47	.027	38.93828	-112.35811
1	Millard	162.427	162.427	.043	38.93783	-112.35866
1	Millard	162.383	162.383	.044	38.93736	-112.35922
1	Millard	162.341	162.341	.042	38.93692	-112.35976
1	Millard	162.275	162.275	.066	38.93623	-112.3606
1	Millard	162.231	162.231	.043	38.93577	-112.36115
1	Millard	162.189	162.189	.043	38.93532	-112.3617
1	Millard	162.144	162.144	.045	38.93484	-112.36226
1	Millard	162.084	162.084	.06	38.93421	-112.36303
1	Millard	162.036	162.036	.048	38.93371	-112.36364
1	Millard	161.997	161.997	.039	38.9333	-112.36413
1	Millard	161.964	161.964	.033	38.93295	-112.36455
1	Millard	161.924	161.924	.04	38.93253	-112.36506
1	Millard	161.905	161.905	.02	38.93232	-112.36531
1	Millard	161.863	161.863	.041	38.93188	-112.36583
1	Millard	161.825	161.825	.038	38.93148	-112.36632
1	Millard	161.777	161.777	.049	38.93097	-112.36694
1	Millard	161.726	161.726	.05	38.93044	-112.36758
1	Millard	161.7	161.7	.027	38.93015	-112.36791
1	Millard	161.667	161.667	.033	38.92981	-112.36833
1	Millard	161.587	161.587	.08	38.92897	-112.36935
1	Millard	161.508	161.508	.079	38.92813	-112.37036
1	Millard	161.427	161.427	.08	38.92728	-112.37138
1	Millard	161.366	161.366	.061	38.92664	-112.37217
1	Millard	161.288	161.288	.078	38.92582	-112.37316
1	Millard	161.244	161.244	.044	38.92535	-112.37372
1	Millard	161.189	161.189	.055	38.92477	-112.37442
1	Millard	161.142	161.142	.047	38.92428	-112.37502
1	Millard	161.09	161.09	.052	38.92372	-112.37568
1	Millard	161.041	161.041	.049	38.92321	-112.37631
1	Millard	160.98	160.98	.061	38.92257	-112.37708
1	Millard	160.931	160.931	.049	38.92205	-112.3777
1	Millard	160.878	160.878	.053	38.92149	-112.37838
1	Millard	160.837	160.837	.041	38.92106	-112.3789
1	Millard	160.772	160.772	.066	38.92037	-112.37974
1	Millard	160.711	160.711	.061	38.91972	-112.3805
1	Millard	160.652	160.652	.059	38.9191	-112.38126
1	Millard	160.592	160.592	.06	38.91847	-112.38202
1	Millard	160.552	160.552	.04	38.91804	-112.38253
1	Millard	160.491	160.491	.06	38.91741	-112.38331
1	Millard	160.451	160.451	.04	38.91699	-112.38382
1	Millard	160.39	160.39	.061	38.91634	-112.3846
1	Millard	160.314	160.314	.076	38.91554	-112.38557
1	Millard	160.267	160.267	.046	38.91505	-112.38616
1	Millard	160.205	160.205	.062	38.91439	-112.38694
1	Millard	160.134	160.134	.071	38.91364	-112.38785
1	Millard	160.055	160.055	.079	38.9128	-112.38886
1	Millard	160.015	160.015	.04	38.91238	-112.38937
1	Millard	159.973	159.973	.042	38.91193	-112.38989
1	Millard	159.941	159.941	.032	38.91161	-112.39031
1	Millard	159.915	159.915	.026	38.91133	-112.39063
1	Millard	159.88	159.88	.035	38.91097	-112.39109
1	Millard	159.856	159.856	.025	38.91071	-112.3914
1	Millard	159.804	159.804	.052	38.91016	-112.39205
1	Millard	159.738	159.738	.067	38.90946	-112.3929
1	Millard	159.698	159.698	.04	38.90904	-112.3934
1	Millard	159.636	159.636	.062	38.90839	-112.39419
1	Millard	159.593	159.593	.043	38.90793	-112.39474
1	Millard	159.551	159.551	.042	38.90749	-112.39527
1	Millard	159.498	159.498	.054	38.90693	-112.39596
1	Millard	159.467	159.467	.031	38.9066	-112.39634
1	Millard	159.418	159.418	.049	38.90608	-112.39697
1	Millard	159.372	159.372	.046	38.9056	-112.39756
1	Millard	159.331	159.331	.041	38.90517	-112.39808
1	Millard	159.29	159.29	.041	38.90474	-112.3986
1	Millard	159.255	159.255	.035	38.90437	-112.39904
1	Millard	159.229	159.229	.027	38.90409	-112.39938
1	Millard	159.199	159.199	.03	38.90377	-112.39976
1	Millard	159.171	159.171	.027	38.90348	-112.4001
1	Millard	159.147	159.147	.024	38.90323	-112.40042
1	Millard	159.12	159.12	.027	38.90294	-112.40077
1	Millard	159.1	159.1	.02	38.90273	-112.40102
1	Millard	159.08	159.08	.02	38.90252	-112.40127
1	Millard	159.06	159.06	.02	38.90231	-112.40152
1	Millard	159.024	159.024	.036	38.90193	-112.40198
1	Millard	159.001	159.001	.024	38.90168	-112.40228
1	Millard	158.961	158.961	.04	38.90126	-112.40279
1	Millard	158.919	158.919	.041	38.90082	-112.40331
1	Millard	158.877	158.877	.043	38.90037	-112.40385
1	Millard	158.835	158.835	.042	38.89993	-112.40439
1	Millard	158.801	158.801	.033	38.89958	-112.40482
1	Millard	158.75	158.75	.051	38.89904	-112.40547
1	Millard	158.726	158.726	.024	38.89878	-112.40577
1	Millard	158.701	158.701	.025	38.89852	-112.40608
1	Millard	158.659	158.659	.042	38.89808	-112.40663
1	Millard	158.635	158.635	.024	38.89783	-112.40693
1	Millard	158.602	158.602	.034	38.89747	-112.40735
1	Millard	158.585	158.585	.017	38.89729	-112.40756
1	Millard	158.563	158.563	.022	38.89706	-112.40785
1	Millard	158.528	158.528	.034	38.8967	-112.40829
1	Millard	158.483	158.483	.045	38.89622	-112.40886
1	Millard	158.463	158.463	.02	38.89601	-112.40912
1	Millard	158.423	158.423	.04	38.89559	-112.40963
1	Millard	158.383	158.383	.04	38.89517	-112.41014
1	Millard	158.363	158.363	.02	38.89496	-112.41039
1	Millard	158.324	158.324	.04	38.89454	-112.41089
1	Millard	158.283	158.283	.04	38.89411	-112.4114
1	Millard	158.26	158.26	.024	38.89387	-112.41171
1	Millard	158.224	158.224	.036	38.89349	-112.41216
1	Millard	158.184	158.184	.04	38.89306	-112.41267
1	Millard	158.124	158.124	.06	38.89243	-112.41343
1	Millard	158.084	158.084	.04	38.89201	-112.41394
1	Millard	158.044	158.044	.04	38.89161	-112.41448
1	Millard	157.94	157.94	.104	38.89051	-112.41581
1	Millard	157.916	157.916	.024	38.89025	-112.41611
1	Millard	157.905	157.905	.01	38.89014	-112.41624
1	Millard	157.87	157.87	.035	38.88976	-112.41667
1	Millard	157.785	157.785	.086	38.88885	-112.41775
1	Millard	157.726	157.726	.058	38.88824	-112.4185
1	Millard	157.686	157.686	.04	38.88781	-112.41901
1	Millard	157.645	157.645	.041	38.88738	-112.41953
1	Millard	157.582	157.582	.063	38.88672	-112.42033
1	Millard	157.541	157.541	.042	38.88628	-112.42086
1	Millard	157.505	157.505	.036	38.8859	-112.42132
1	Millard	157.487	157.487	.017	38.88572	-112.42154
1	Millard	157.456	157.456	.031	38.88539	-112.42193
1	Millard	157.421	157.421	.035	38.88502	-112.42238
1	Millard	157.393	157.393	.029	38.88471	-112.42273
1	Millard	157.358	157.358	.035	38.88435	-112.42319
1	Millard	157.328	157.328	.03	38.88403	-112.42357
1	Millard	157.273	157.273	.054	38.88346	-112.42426
1	Millard	157.245	157.245	.029	38.88315	-112.42462
1	Millard	157.208	157.208	.037	38.88276	-112.42508
1	Millard	157.181	157.181	.027	38.88248	-112.42543
1	Millard	157.149	157.149	.032	38.88214	-112.42584
1	Millard	157.117	157.117	.032	38.8818	-112.42625
1	Millard	157.085	157.085	.032	38.88147	-112.42666
1	Millard	157.049	157.049	.035	38.88109	-112.4271
1	Millard	157.01	157.01	.039	38.88068	-112.4276
1	Millard	156.98	156.98	.03	38.88036	-112.42799
1	Millard	156.946	156.946	.034	38.88	-112.42841
1	Millard	156.916	156.916	.03	38.87969	-112.4288
1	Millard	156.89	156.89	.026	38.87941	-112.42913
1	Millard	156.861	156.861	.029	38.8791	-112.4295
1	Millard	156.83	156.83	.03	38.87878	-112.42989
1	Millard	156.79	156.79	.04	38.87835	-112.43039
1	Millard	156.751	156.751	.039	38.87794	-112.4309
1	Millard	156.706	156.706	.045	38.87747	-112.43147
1	Millard	156.664	156.664	.042	38.87703	-112.432
1	Millard	156.622	156.622	.042	38.87659	-112.43254
1	Millard	156.578	156.578	.044	38.87612	-112.43309
1	Millard	156.552	156.552	.027	38.87584	-112.43343
1	Millard	156.512	156.512	.04	38.87542	-112.43394
1	Millard	156.476	156.476	.036	38.87504	-112.4344
1	Millard	156.429	156.429	.047	38.87454	-112.435
1	Millard	156.386	156.386	.043	38.87409	-112.43554
1	Millard	156.341	156.341	.045	38.87362	-112.43612
1	Millard	156.332	156.332	.009	38.87353	-112.43623
1	Millard	156.288	156.288	.045	38.87306	-112.4368
1	Millard	156.237	156.237	.051	38.87251	-112.43743
1	Millard	156.203	156.203	.033	38.87217	-112.43787
1	Millard	156.172	156.172	.031	38.87183	-112.43825
1	Millard	156.13	156.13	.043	38.87138	-112.43879
1	Millard	156.098	156.098	.031	38.87105	-112.43919
1	Millard	156.066	156.066	.032	38.87071	-112.4396
1	Millard	156.035	156.035	.031	38.87039	-112.44
1	Millard	156.002	156.002	.034	38.87003	-112.44042
1	Millard	155.973	155.973	.029	38.86973	-112.4408
1	Millard	155.952	155.952	.021	38.86951	-112.44107
1	Millard	155.917	155.917	.035	38.86913	-112.4415
1	Millard	155.89	155.89	.026	38.86885	-112.44183
1	Millard	155.868	155.868	.022	38.86863	-112.44213
1	Millard	155.847	155.847	.022	38.8684	-112.4424
1	Millard	155.826	155.826	.021	38.86818	-112.44266
1	Millard	155.805	155.805	.021	38.86796	-112.44293
1	Millard	155.784	155.784	.021	38.86774	-112.44319
1	Millard	155.756	155.756	.028	38.86744	-112.44354
1	Millard	155.728	155.728	.029	38.86714	-112.44391
1	Millard	155.707	155.707	.021	38.86692	-112.44417
1	Millard	155.677	155.677	.03	38.86661	-112.44456
1	Millard	155.657	155.657	.02	38.8664	-112.44482
1	Millard	155.636	155.636	.02	38.86618	-112.44507
1	Millard	155.595	155.595	.042	38.86574	-112.4456
1	Millard	155.553	155.553	.042	38.8653	-112.44614
1	Millard	155.511	155.511	.042	38.86486	-112.44667
1	Millard	155.458	155.458	.053	38.86429	-112.44734
1	Millard	155.416	155.416	.042	38.86385	-112.44787
1	Millard	155.374	155.374	.042	38.86341	-112.4484
1	Millard	155.343	155.343	.032	38.86308	-112.44881
1	Millard	155.312	155.312	.031	38.86275	-112.44919
1	Millard	155.278	155.278	.034	38.86239	-112.44963
1	Millard	155.238	155.238	.039	38.86198	-112.45014
1	Millard	155.188	155.188	.05	38.86144	-112.45077
1	Millard	155.159	155.159	.029	38.86114	-112.45114
1	Millard	155.126	155.126	.033	38.86079	-112.45156
1	Millard	155.099	155.099	.027	38.86051	-112.4519
1	Millard	155.07	155.07	.03	38.8602	-112.45228
1	Millard	155.04	155.04	.03	38.85988	-112.45266
1	Millard	154.98	154.98	.06	38.85925	-112.45342
1	Millard	154.939	154.939	.041	38.85881	-112.45394
1	Millard	154.896	154.896	.042	38.85836	-112.45447
1	Millard	154.834	154.834	.062	38.85771	-112.45526
1	Millard	154.794	154.794	.041	38.85728	-112.45578
1	Millard	154.741	154.741	.053	38.85673	-112.45646
1	Millard	154.713	154.713	.027	38.85644	-112.45681
1	Millard	154.681	154.681	.033	38.85609	-112.45722
1	Millard	154.641	154.641	.04	38.85567	-112.45772
1	Millard	154.601	154.601	.04	38.85525	-112.45823
1	Millard	154.563	154.563	.038	38.85484	-112.4587
1	Millard	154.502	154.502	.061	38.85421	-112.45949
1	Millard	154.442	154.442	.06	38.85358	-112.46026
1	Millard	154.377	154.377	.065	38.85289	-112.46109
1	Millard	154.342	154.342	.034	38.85252	-112.46152
1	Millard	154.272	154.272	.07	38.85178	-112.46242
1	Millard	154.223	154.223	.049	38.85126	-112.46304
1	Millard	154.163	154.163	.06	38.85062	-112.4638
1	Millard	154.083	154.083	.079	38.84977	-112.46479
1	Millard	154.021	154.021	.063	38.84909	-112.46556
1	Millard	153.964	153.964	.056	38.84847	-112.46624
1	Millard	153.915	153.915	.049	38.84793	-112.46683
1	Millard	153.867	153.867	.048	38.84738	-112.46738
1	Millard	153.825	153.825	.042	38.8469	-112.46787
1	Millard	153.782	153.782	.043	38.84641	-112.46837
1	Millard	153.745	153.745	.037	38.84598	-112.46878
1	Millard	153.684	153.684	.06	38.84529	-112.46947
1	Millard	153.643	153.643	.041	38.84481	-112.46993
1	Millard	153.621	153.621	.022	38.84455	-112.47017
1	Millard	153.58	153.58	.041	38.84408	-112.47063
1	Millard	153.526	153.526	.054	38.84345	-112.47122
1	Millard	153.496	153.496	.03	38.8431	-112.47156
1	Millard	153.455	153.455	.041	38.84262	-112.47202
1	Millard	153.419	153.419	.036	38.8422	-112.47241
1	Millard	153.388	153.388	.031	38.84184	-112.47276
1	Millard	153.347	153.347	.04	38.84137	-112.4732
1	Millard	153.308	153.308	.04	38.84092	-112.47366
1	Millard	153.245	153.245	.063	38.84019	-112.47435
1	Millard	153.182	153.182	.063	38.83946	-112.47505
1	Millard	153.128	153.128	.054	38.83884	-112.47565
1	Millard	153.077	153.077	.051	38.83824	-112.47621
1	Millard	153.035	153.035	.042	38.83775	-112.47668
1	Millard	152.992	152.992	.043	38.83725	-112.47716
1	Millard	152.965	152.965	.027	38.83694	-112.47746
1	Millard	152.949	152.949	.016	38.83675	-112.47764
1	Millard	152.904	152.904	.044	38.83624	-112.47814
1	Millard	152.842	152.842	.063	38.83551	-112.47883
1	Millard	152.789	152.789	.053	38.8349	-112.47942
1	Millard	152.749	152.749	.04	38.83443	-112.47986
1	Millard	152.709	152.709	.04	38.83397	-112.4803
1	Millard	152.65	152.65	.059	38.83328	-112.48096
1	Millard	152.572	152.572	.077	38.83238	-112.48182
1	Millard	152.51	152.51	.062	38.83166	-112.48251
1	Millard	152.456	152.456	.054	38.83103	-112.48311
1	Millard	152.425	152.425	.031	38.83067	-112.48345
1	Millard	152.384	152.384	.041	38.8302	-112.48392
1	Millard	152.342	152.342	.042	38.82971	-112.48438
1	Millard	152.307	152.307	.035	38.8293	-112.48476
1	Millard	152.272	152.272	.036	38.82889	-112.48516
1	Millard	152.232	152.232	.04	38.82843	-112.4856
1	Millard	152.192	152.192	.04	38.82796	-112.48605
1	Millard	152.132	152.132	.059	38.82728	-112.48672
1	Millard	152.09	152.09	.042	38.8268	-112.48721
1	Millard	152.03	152.03	.06	38.82611	-112.4879
1	Millard	151.965	151.965	.064	38.82539	-112.48866
1	Millard	151.913	151.913	.052	38.82482	-112.4893
1	Millard	151.858	151.858	.055	38.82421	-112.48996
1	Millard	151.815	151.815	.043	38.82374	-112.49048
1	Millard	151.772	151.772	.043	38.82327	-112.491
1	Millard	151.729	151.729	.043	38.8228	-112.49151
1	Millard	151.691	151.691	.039	38.82238	-112.49199
1	Millard	151.649	151.649	.042	38.82192	-112.4925
1	Millard	151.614	151.614	.034	38.82154	-112.49291
1	Millard	151.58	151.58	.035	38.82116	-112.49333
1	Millard	151.495	151.495	.085	38.82023	-112.49436
1	Millard	151.452	151.452	.043	38.81976	-112.49488
1	Millard	151.396	151.396	.055	38.81915	-112.49555
1	Millard	151.357	151.357	.04	38.81871	-112.49603
1	Millard	151.324	151.324	.032	38.81836	-112.49643
1	Millard	151.282	151.282	.043	38.81789	-112.49694
1	Millard	151.251	151.251	.031	38.81756	-112.49732
1	Millard	151.218	151.218	.033	38.81719	-112.49771
1	Millard	151.197	151.197	.021	38.81696	-112.49796
1	Millard	151.147	151.147	.051	38.81641	-112.49858
1	Millard	151.091	151.091	.056	38.81579	-112.49925
1	Millard	151.024	151.024	.066	38.81506	-112.50005
1	Millard	150.984	150.984	.04	38.81463	-112.50055
1	Millard	150.898	150.898	.086	38.81368	-112.50159
1	Millard	150.81	150.81	.088	38.81272	-112.50266
1	Millard	150.746	150.746	.064	38.81202	-112.50343
1	Millard	150.662	150.662	.084	38.8111	-112.50446
1	Millard	150.597	150.597	.065	38.81038	-112.50524
1	Millard	150.533	150.533	.064	38.80968	-112.50602
1	Millard	150.447	150.447	.085	38.80874	-112.50705
1	Millard	150.367	150.367	.08	38.80786	-112.50802
1	Millard	150.256	150.256	.112	38.80663	-112.50937
1	Millard	150.159	150.159	.097	38.80557	-112.51055
1	Millard	150.063	150.063	.095	38.80452	-112.5117
1	Millard	150.025	150.025	.038	38.8041	-112.51216
1	Millard	149.984	149.984	.041	38.80365	-112.51267
1	Millard	149.92	149.92	.064	38.80295	-112.51345
1	Millard	149.871	149.871	.048	38.80242	-112.51403
1	Millard	149.823	149.823	.048	38.80189	-112.51461
1	Millard	149.781	149.781	.042	38.80143	-112.51512
1	Millard	149.722	149.722	.059	38.80078	-112.51583
1	Millard	149.655	149.655	.067	38.80005	-112.51665
1	Millard	149.614	149.614	.042	38.79959	-112.51715
1	Millard	149.562	149.562	.052	38.79902	-112.51778
1	Millard	149.509	149.509	.053	38.79844	-112.51842
1	Millard	149.467	149.467	.042	38.79798	-112.51893
1	Millard	149.425	149.425	.042	38.79752	-112.51944
1	Millard	149.38	149.38	.045	38.79703	-112.51998
1	Millard	149.333	149.333	.047	38.79651	-112.52054
1	Millard	149.315	149.315	.018	38.79631	-112.52076
1	Millard	149.271	149.271	.044	38.79583	-112.52129
1	Millard	149.229	149.229	.042	38.79537	-112.5218
1	Millard	149.187	149.187	.043	38.7949	-112.52231
1	Millard	149.125	149.125	.062	38.79423	-112.52307
1	Millard	149.062	149.062	.063	38.79354	-112.52383
1	Millard	149.004	149.004	.058	38.79291	-112.52454
1	Millard	148.973	148.973	.031	38.79256	-112.5249
1	Millard	148.938	148.938	.035	38.79218	-112.52534
1	Millard	148.897	148.897	.041	38.79173	-112.52584
1	Millard	148.834	148.834	.062	38.79104	-112.52659
1	Millard	148.782	148.782	.053	38.79046	-112.52722
1	Millard	148.731	148.731	.051	38.7899	-112.52784
1	Millard	148.689	148.689	.042	38.78944	-112.52835
1	Millard	148.627	148.627	.062	38.78876	-112.5291
1	Millard	148.586	148.586	.041	38.78831	-112.5296
1	Millard	148.522	148.522	.064	38.78761	-112.53037
1	Millard	148.459	148.459	.063	38.78692	-112.53113
1	Millard	148.396	148.396	.063	38.78623	-112.53189
1	Millard	148.332	148.332	.064	38.78552	-112.53265
1	Millard	148.27	148.27	.062	38.78485	-112.53342
1	Millard	148.21	148.21	.06	38.78419	-112.53414
1	Millard	148.141	148.141	.069	38.78343	-112.53498
1	Millard	148.098	148.098	.043	38.78296	-112.5355
1	Millard	148.056	148.056	.043	38.78249	-112.53601
1	Millard	148.013	148.013	.042	38.78203	-112.53653
1	Millard	147.971	147.971	.043	38.78156	-112.53704
