District	County	State PM	Abs PM	Length	Latitude	Longitude
1	Salt Lake	308.325	308.325	.008	40.76818	-111.91241
1	Salt Lake	308.304	308.304	.021	40.76791	-111.91253
1	Salt Lake	308.23	308.23	.073	40.76697	-111.91293
1	Salt Lake	308.171	308.171	.059	40.76622	-111.91328
1	Salt Lake	308.075	308.075	.097	40.76498	-111.91381
1	Salt Lake	308.023	308.023	.051	40.76432	-111.91408
1	Salt Lake	307.997	307.997	.026	40.76398	-111.9142
1	Salt Lake	307.969	307.969	.028	40.76361	-111.91433
1	Salt Lake	307.93	307.93	.039	40.7631	-111.91448
1	Salt Lake	307.889	307.889	.041	40.76252	-111.9146
1	Salt Lake	307.845	307.845	.045	40.76186	-111.91466
1	Salt Lake	307.81	307.81	.035	40.76135	-111.91466
1	Salt Lake	307.765	307.765	.045	40.76069	-111.91459
1	Salt Lake	307.76	307.76	.005	40.76062	-111.91457
1	Salt Lake	307.731	307.731	.03	40.76019	-111.91448
1	Salt Lake	307.691	307.691	.04	40.75962	-111.91432
1	Salt Lake	307.661	307.661	.03	40.75919	-111.91415
1	Salt Lake	307.64	307.64	.021	40.7589	-111.91402
1	Salt Lake	307.601	307.601	.038	40.75838	-111.91373
1	Salt Lake	307.559	307.559	.043	40.7578	-111.9134
1	Salt Lake	307.498	307.498	.06	40.75699	-111.91292
1	Salt Lake	307.47	307.47	.028	40.75661	-111.91269
1	Salt Lake	307.423	307.423	.047	40.75598	-111.91233
1	Salt Lake	307.411	307.411	.012	40.75582	-111.91223
1	Salt Lake	307.382	307.382	.029	40.75543	-111.91198
1	Salt Lake	307.359	307.359	.022	40.75512	-111.91183
1	Salt Lake	307.337	307.337	.023	40.75481	-111.91167
1	Salt Lake	307.294	307.294	.042	40.75421	-111.91144
1	Salt Lake	307.24	307.24	.054	40.75342	-111.91126
1	Salt Lake	307.195	307.195	.045	40.75278	-111.91111
1	Salt Lake	307.134	307.134	.061	40.75193	-111.9109
1	Salt Lake	307.091	307.091	.042	40.75135	-111.91072
1	Salt Lake	307.054	307.054	.038	40.75085	-111.91048
1	Salt Lake	307.018	307.018	.035	40.7504	-111.9102
1	Salt Lake	306.965	306.965	.054	40.74975	-111.90969
1	Salt Lake	306.941	306.941	.024	40.74949	-111.90941
1	Salt Lake	306.893	306.893	.048	40.74897	-111.90885
1	Salt Lake	306.788	306.788	.104	40.74791	-111.90751
1	Salt Lake	306.716	306.716	.072	40.74716	-111.9066
1	Salt Lake	306.668	306.668	.048	40.74666	-111.906
1	Salt Lake	306.646	306.646	.022	40.74642	-111.90574
1	Salt Lake	306.621	306.621	.025	40.74614	-111.90545
1	Salt Lake	306.587	306.587	.034	40.74573	-111.90513
1	Salt Lake	306.564	306.564	.023	40.74544	-111.90494
1	Salt Lake	306.544	306.544	.02	40.74518	-111.90479
1	Salt Lake	306.508	306.508	.035	40.74472	-111.90455
1	Salt Lake	306.48	306.48	.028	40.74434	-111.90439
1	Salt Lake	306.443	306.443	.037	40.74383	-111.90428
1	Salt Lake	306.41	306.41	.033	40.74336	-111.90423
1	Salt Lake	306.38	306.38	.03	40.74294	-111.90421
1	Salt Lake	306.342	306.342	.038	40.74239	-111.90426
1	Salt Lake	306.299	306.299	.043	40.74157	-111.90432
1	Salt Lake	306.178	306.178	.121	40.73929	-111.90452
1	Salt Lake	306.13	306.13	.048	40.73839	-111.9046
1	Salt Lake	305.999	305.999	.131	40.73649	-111.90475
1	Salt Lake	305.887	305.887	.111	40.73524	-111.90484
1	Salt Lake	305.817	305.817	.07	40.73445	-111.90487
1	Salt Lake	305.733	305.733	.085	40.7335	-111.90483
1	Salt Lake	305.573	305.573	.159	40.73171	-111.90477
1	Salt Lake	305.528	305.528	.045	40.7312	-111.90474
1	Salt Lake	305.27	305.27	.258	40.7283	-111.90465
1	Salt Lake	305.152	305.152	.118	40.72659	-111.90465
1	Salt Lake	305.149	305.149	.003	40.72639	-111.90464
1	Salt Lake	305.134	305.134	.014	40.7255	-111.90463
1	Salt Lake	305.128	305.128	.007	40.72509	-111.90465
1	Salt Lake	305.125	305.125	.003	40.72493	-111.90465
1	Salt Lake	305.115	305.115	.01	40.72433	-111.90463
1	Salt Lake	305.111	305.111	.005	40.72405	-111.90464
1	Salt Lake	305.09	305.09	.021	40.72277	-111.90466
1	Salt Lake	305.053	305.053	.037	40.72224	-111.90468
1	Salt Lake	304.983	304.983	.071	40.72132	-111.9047
1	Salt Lake	304.891	304.891	.091	40.72013	-111.90472
1	Salt Lake	304.794	304.794	.098	40.71886	-111.90474
1	Salt Lake	304.765	304.765	.028	40.71849	-111.90473
1	Salt Lake	304.689	304.689	.076	40.7175	-111.90469
1	Salt Lake	304.589	304.589	.1	40.7162	-111.90461
1	Salt Lake	304.54	304.54	.049	40.71556	-111.90454
1	Salt Lake	304.435	304.435	.105	40.71419	-111.9044
1	Salt Lake	304.369	304.369	.066	40.71333	-111.90432
1	Salt Lake	304.333	304.333	.036	40.71286	-111.90428
1	Salt Lake	304.321	304.321	.012	40.7127	-111.90427
1	Salt Lake	304.316	304.316	.005	40.71264	-111.90426
1	Salt Lake	304.261	304.261	.055	40.71192	-111.90419
1	Salt Lake	304.164	304.164	.097	40.71065	-111.90409
1	Salt Lake	304.117	304.117	.047	40.71004	-111.90404
1	Salt Lake	304	304	.117	40.70851	-111.90396
1	Salt Lake	303.761	303.761	.239	40.70505	-111.90385
1	Salt Lake	303.711	303.711	.051	40.70417	-111.90377
1	Salt Lake	303.686	303.686	.025	40.70374	-111.90369
1	Salt Lake	303.663	303.663	.022	40.70336	-111.90359
1	Salt Lake	303.63	303.63	.033	40.7028	-111.90339
1	Salt Lake	303.421	303.421	.209	40.69989	-111.9023
1	Salt Lake	303.379	303.379	.043	40.69923	-111.90211
1	Salt Lake	303.339	303.339	.04	40.69861	-111.90197
1	Salt Lake	303.308	303.308	.03	40.69813	-111.90191
1	Salt Lake	303.257	303.257	.052	40.69731	-111.90189
1	Salt Lake	303.22	303.22	.037	40.69673	-111.90192
1	Salt Lake	303.16	303.16	.06	40.69586	-111.90206
1	Salt Lake	303.116	303.116	.043	40.69529	-111.90221
1	Salt Lake	303.093	303.093	.023	40.69499	-111.90232
1	Salt Lake	303.077	303.077	.015	40.69479	-111.90239
1	Salt Lake	303.072	303.072	.005	40.69473	-111.90242
1	Salt Lake	303.038	303.038	.034	40.69429	-111.90258
1	Salt Lake	303.015	303.015	.023	40.69399	-111.9027
1	Salt Lake	302.941	302.941	.074	40.69303	-111.90303
1	Salt Lake	302.897	302.897	.044	40.69246	-111.90321
1	Salt Lake	302.873	302.873	.024	40.69215	-111.90329
1	Salt Lake	302.847	302.847	.026	40.69181	-111.90336
1	Salt Lake	302.805	302.805	.043	40.69124	-111.90343
1	Salt Lake	302.752	302.752	.053	40.69053	-111.90345
1	Salt Lake	302.69	302.69	.062	40.68971	-111.90336
1	Salt Lake	302.584	302.584	.106	40.68818	-111.90319
1	Salt Lake	302.491	302.491	.094	40.68675	-111.90301
1	Salt Lake	302.308	302.308	.182	40.68396	-111.90272
1	Salt Lake	302.25	302.25	.058	40.68307	-111.90261
1	Salt Lake	302.088	302.088	.162	40.68074	-111.90234
1	Salt Lake	302.004	302.004	.084	40.67953	-111.9022
1	Salt Lake	301.963	301.963	.04	40.67895	-111.90214
1	Salt Lake	301.9	301.9	.063	40.67804	-111.90205
1	Salt Lake	301.751	301.751	.149	40.67589	-111.90176
1	Salt Lake	301.634	301.634	.117	40.67451	-111.90163
1	Salt Lake	301.54	301.54	.094	40.6734	-111.90157
1	Salt Lake	301.355	301.355	.185	40.67072	-111.90155
1	Salt Lake	301.28	301.28	.075	40.66948	-111.90154
1	Salt Lake	301.15	301.15	.13	40.66734	-111.90151
1	Salt Lake	301.13	301.13	.02	40.66701	-111.90151
1	Salt Lake	301.05	301.05	.08	40.66569	-111.90152
1	Salt Lake	300.976	300.976	.074	40.66462	-111.90149
1	Salt Lake	300.863	300.863	.114	40.66297	-111.90149
1	Salt Lake	300.786	300.786	.076	40.66186	-111.90148
1	Salt Lake	300.733	300.733	.054	40.66108	-111.90147
1	Salt Lake	300.711	300.711	.022	40.66076	-111.90147
1	Salt Lake	300.698	300.698	.012	40.66058	-111.90149
1	Salt Lake	300.644	300.644	.054	40.6598	-111.90146
1	Salt Lake	300.61	300.61	.034	40.6593	-111.90147
1	Salt Lake	300.542	300.542	.068	40.65832	-111.90151
1	Salt Lake	300.477	300.477	.066	40.65745	-111.90158
1	Salt Lake	300.281	300.281	.195	40.65487	-111.90184
1	Salt Lake	300.272	300.272	.009	40.65475	-111.90185
1	Salt Lake	300.02	300.02	.252	40.65142	-111.90219
1	Salt Lake	299.908	299.908	.112	40.64822	-111.90251
1	Salt Lake	299.68	299.68	.228	40.64795	-111.90254
1	Salt Lake	299.401	299.401	.279	40.64293	-111.90306
1	Salt Lake	299.297	299.297	.104	40.64105	-111.90326
1	Salt Lake	299.282	299.282	.015	40.64079	-111.90331
1	Salt Lake	299.24	299.24	.042	40.64004	-111.9035
1	Salt Lake	299.211	299.211	.029	40.63953	-111.90367
1	Salt Lake	299.182	299.182	.029	40.63903	-111.90388
1	Salt Lake	299.153	299.153	.029	40.63854	-111.90409
1	Salt Lake	299.08	299.08	.073	40.63727	-111.9046
1	Salt Lake	299.045	299.045	.035	40.63678	-111.90479
1	Salt Lake	299.022	299.022	.023	40.63641	-111.90491
1	Salt Lake	299.01	299.01	.012	40.63622	-111.90496
1	Salt Lake	298.998	298.998	.012	40.63602	-111.90501
1	Salt Lake	298.966	298.966	.032	40.63549	-111.9051
1	Salt Lake	298.948	298.948	.018	40.6352	-111.90513
1	Salt Lake	298.933	298.933	.015	40.63495	-111.90515
1	Salt Lake	298.93	298.93	.002	40.63491	-111.90515
1	Salt Lake	298.923	298.923	.008	40.63478	-111.90516
1	Salt Lake	298.901	298.901	.022	40.63442	-111.90517
1	Salt Lake	298.878	298.878	.023	40.63404	-111.90516
1	Salt Lake	298.868	298.868	.01	40.63388	-111.90514
1	Salt Lake	298.852	298.852	.016	40.63361	-111.90511
1	Salt Lake	298.819	298.819	.033	40.63307	-111.90502
1	Salt Lake	298.802	298.802	.017	40.63279	-111.90496
1	Salt Lake	298.769	298.769	.033	40.63226	-111.9048
1	Salt Lake	298.72	298.72	.049	40.63148	-111.90449
1	Salt Lake	298.664	298.664	.056	40.63071	-111.90417
1	Salt Lake	298.539	298.539	.126	40.62916	-111.90354
1	Salt Lake	298.518	298.518	.02	40.62891	-111.90345
1	Salt Lake	298.477	298.477	.041	40.62839	-111.9033
1	Salt Lake	298.415	298.415	.062	40.6276	-111.90312
1	Salt Lake	298.374	298.374	.041	40.62707	-111.90304
1	Salt Lake	298.331	298.331	.043	40.62652	-111.90299
1	Salt Lake	298.29	298.29	.041	40.62599	-111.90297
1	Salt Lake	298.235	298.235	.055	40.6252	-111.90299
1	Salt Lake	298.201	298.201	.035	40.62466	-111.90307
1	Salt Lake	298.15	298.15	.051	40.62386	-111.90322
1	Salt Lake	298.097	298.097	.053	40.62305	-111.90343
1	Salt Lake	298.023	298.023	.074	40.62193	-111.90381
1	Salt Lake	297.957	297.957	.066	40.62092	-111.90416
1	Salt Lake	297.95	297.95	.007	40.62081	-111.9042
1	Salt Lake	297.94	297.94	.009	40.62067	-111.90426
1	Salt Lake	297.917	297.917	.023	40.62032	-111.90438
1	Salt Lake	297.867	297.867	.05	40.61956	-111.90465
1	Salt Lake	297.82	297.82	.047	40.61884	-111.9049
1	Salt Lake	297.687	297.687	.133	40.61697	-111.90555
1	Salt Lake	297.624	297.624	.062	40.61632	-111.90576
1	Salt Lake	297.6	297.6	.024	40.61607	-111.90583
1	Salt Lake	297.53	297.53	.07	40.61533	-111.90601
1	Salt Lake	297.496	297.496	.034	40.61484	-111.9061
1	Salt Lake	297.445	297.445	.051	40.61409	-111.9062
1	Salt Lake	297.39	297.39	.055	40.61328	-111.90626
1	Salt Lake	297.343	297.343	.047	40.61259	-111.90626
1	Salt Lake	297.309	297.309	.034	40.61209	-111.90624
1	Salt Lake	297.258	297.258	.051	40.61135	-111.90617
1	Salt Lake	297.224	297.224	.034	40.61085	-111.90609
1	Salt Lake	297.051	297.051	.173	40.60834	-111.90562
1	Salt Lake	296.887	296.887	.164	40.60595	-111.90516
1	Salt Lake	296.86	296.86	.027	40.60556	-111.90508
1	Salt Lake	296.736	296.736	.124	40.60378	-111.90474
1	Salt Lake	296.643	296.643	.093	40.60252	-111.90449
1	Salt Lake	296.494	296.494	.15	40.60049	-111.9041
1	Salt Lake	296.35	296.35	.144	40.59854	-111.90374
1	Salt Lake	296.1	296.1	.25	40.5949	-111.90303
1	Salt Lake	296.065	296.065	.035	40.59439	-111.90293
1	Salt Lake	296.012	296.012	.053	40.59362	-111.90274
1	Salt Lake	295.958	295.958	.053	40.59286	-111.90248
1	Salt Lake	295.928	295.928	.03	40.59244	-111.9023
1	Salt Lake	295.887	295.887	.041	40.59187	-111.90203
1	Salt Lake	295.8	295.8	.087	40.59067	-111.90143
1	Salt Lake	295.735	295.735	.065	40.58978	-111.90104
1	Salt Lake	295.698	295.698	.037	40.58922	-111.90085
1	Salt Lake	295.666	295.666	.032	40.58873	-111.90069
1	Salt Lake	295.629	295.629	.037	40.58817	-111.90055
1	Salt Lake	295.617	295.617	.012	40.58798	-111.9005
1	Salt Lake	295.584	295.584	.033	40.58747	-111.9004
1	Salt Lake	295.551	295.551	.033	40.58696	-111.90032
1	Salt Lake	295.517	295.517	.034	40.58643	-111.90026
1	Salt Lake	295.483	295.483	.033	40.58591	-111.90022
1	Salt Lake	295.448	295.448	.035	40.58537	-111.90021
1	Salt Lake	295.294	295.294	.155	40.58296	-111.90024
1	Salt Lake	295.239	295.239	.055	40.58211	-111.90026
1	Salt Lake	295.161	295.161	.078	40.58089	-111.90028
1	Salt Lake	295.026	295.026	.135	40.57879	-111.90031
1	Salt Lake	294.898	294.898	.128	40.57679	-111.90033
1	Salt Lake	294.77	294.77	.128	40.5748	-111.90034
1	Salt Lake	294.667	294.667	.103	40.5733	-111.90031
1	Salt Lake	294.547	294.547	.12	40.57157	-111.90022
1	Salt Lake	294.418	294.418	.129	40.5697	-111.90009
1	Salt Lake	294.383	294.383	.035	40.5692	-111.90005
1	Salt Lake	294.358	294.358	.025	40.56884	-111.90002
1	Salt Lake	294.233	294.233	.125	40.56703	-111.89983
1	Salt Lake	294.155	294.155	.078	40.56591	-111.89969
1	Salt Lake	294.05	294.05	.105	40.5644	-111.89948
1	Salt Lake	293.962	293.962	.089	40.56313	-111.89924
1	Salt Lake	293.876	293.876	.086	40.5619	-111.89902
1	Salt Lake	293.787	293.787	.089	40.56063	-111.89876
1	Salt Lake	293.681	293.681	.106	40.55912	-111.89844
1	Salt Lake	293.672	293.672	.009	40.55899	-111.89841
1	Salt Lake	293.665	293.665	.008	40.55888	-111.89838
1	Salt Lake	293.59	293.59	.074	40.55782	-111.89815
1	Salt Lake	293.525	293.525	.065	40.55689	-111.89795
1	Salt Lake	293.451	293.451	.074	40.55583	-111.8977
1	Salt Lake	293.34	293.34	.111	40.55425	-111.89731
1	Salt Lake	293.105	293.105	.235	40.5509	-111.89651
1	Salt Lake	292.948	292.948	.157	40.54867	-111.89598
1	Salt Lake	292.78	292.78	.168	40.54627	-111.89541
1	Salt Lake	292.723	292.723	.057	40.54546	-111.89517
1	Salt Lake	292.64	292.64	.082	40.54429	-111.89487
1	Salt Lake	292.489	292.489	.152	40.54212	-111.89443
1	Salt Lake	292.392	292.392	.097	40.54074	-111.89411
1	Salt Lake	292.305	292.305	.087	40.5395	-111.89381
1	Salt Lake	292.231	292.231	.073	40.53845	-111.8936
1	Salt Lake	292.116	292.116	.115	40.53681	-111.89319
1	Salt Lake	292.074	292.074	.042	40.53622	-111.89303
1	Salt Lake	291.982	291.982	.092	40.53491	-111.89268
1	Salt Lake	291.921	291.921	.062	40.53404	-111.89243
1	Salt Lake	291.834	291.834	.086	40.53281	-111.89215
1	Salt Lake	291.629	291.629	.205	40.52988	-111.89148
1	Salt Lake	291.529	291.529	.1	40.52844	-111.89131
1	Salt Lake	291.501	291.501	.028	40.52803	-111.89133
1	Salt Lake	291.455	291.455	.046	40.52736	-111.89128
1	Salt Lake	291.415	291.415	.039	40.52679	-111.89128
1	Salt Lake	291.135	291.135	.28	40.52273	-111.89127
1	Salt Lake	291.086	291.086	.049	40.52202	-111.89125
1	Salt Lake	291.044	291.044	.042	40.52141	-111.89126
1	Salt Lake	291.018	291.018	.026	40.52104	-111.8913
1	Salt Lake	290.769	290.769	.249	40.51744	-111.89122
1	Salt Lake	290.728	290.728	.041	40.51684	-111.89124
1	Salt Lake	290.648	290.648	.08	40.51568	-111.89128
1	Salt Lake	290.561	290.561	.087	40.51442	-111.89124
1	Salt Lake	290.271	290.271	.289	40.51023	-111.89123
1	Salt Lake	290.19	290.19	.081	40.50905	-111.89123
1	Salt Lake	290.091	290.091	.099	40.50762	-111.89123
1	Salt Lake	289.958	289.958	.133	40.50569	-111.89123
1	Salt Lake	289.873	289.873	.085	40.50446	-111.89123
1	Salt Lake	289.872	289.872	.001	40.50444	-111.89123
1	Salt Lake	289.866	289.866	.006	40.50436	-111.89123
1	Salt Lake	289.862	289.862	.004	40.5043	-111.89123
1	Salt Lake	289.486	289.486	.376	40.49886	-111.89122
1	Salt Lake	289.372	289.372	.115	40.4972	-111.89123
1	Salt Lake	289.284	289.284	.088	40.49593	-111.89127
1	Salt Lake	289.225	289.225	.059	40.49508	-111.89127
1	Salt Lake	289.196	289.196	.029	40.49466	-111.89126
1	Salt Lake	289.138	289.138	.059	40.49381	-111.89127
1	Salt Lake	289.079	289.079	.059	40.49296	-111.89136
1	Salt Lake	289.036	289.036	.043	40.49235	-111.89152
1	Salt Lake	289.006	289.006	.03	40.49194	-111.89168
1	Salt Lake	288.991	288.991	.015	40.49173	-111.89178
1	Salt Lake	288.96	288.96	.031	40.49132	-111.892
1	Salt Lake	288.929	288.929	.031	40.49092	-111.89227
1	Salt Lake	288.898	288.898	.031	40.49053	-111.89257
1	Salt Lake	288.868	288.868	.03	40.49017	-111.89289
1	Salt Lake	288.779	288.779	.089	40.48915	-111.89393
1	Salt Lake	288.729	288.729	.049	40.48858	-111.89449
1	Salt Lake	288.667	288.667	.062	40.48787	-111.89522
1	Salt Lake	288.62	288.62	.047	40.48732	-111.89573
1	Salt Lake	288.518	288.518	.102	40.48615	-111.89692
1	Salt Lake	288.398	288.398	.12	40.48475	-111.89827
1	Salt Lake	288.34	288.34	.058	40.48408	-111.89894
1	Salt Lake	288.287	288.287	.053	40.48347	-111.89954
1	Salt Lake	288.241	288.241	.046	40.48295	-111.90009
1	Salt Lake	288.177	288.177	.064	40.48222	-111.90083
1	Salt Lake	288.107	288.107	.07	40.48137	-111.90157
1	Salt Lake	288.063	288.063	.044	40.48084	-111.90202
1	Salt Lake	287.983	287.983	.08	40.47984	-111.9028
1	Salt Lake	287.937	287.937	.046	40.47927	-111.90324
1	Salt Lake	287.865	287.865	.072	40.47834	-111.90387
1	Salt Lake	287.834	287.834	.031	40.47794	-111.90415
1	Salt Lake	287.733	287.733	.101	40.47665	-111.90505
1	Salt Lake	287.628	287.628	.105	40.47532	-111.90601
1	Salt Lake	287.463	287.463	.165	40.47321	-111.90748
1	Salt Lake	287.04	287.04	.423	40.4678	-111.91125
1	Salt Lake	286.917	286.917	.122	40.46623	-111.91233
1	Salt Lake	286.853	286.853	.064	40.4654	-111.91286
1	Salt Lake	286.788	286.788	.065	40.46453	-111.91333
1	Salt Lake	286.74	286.74	.048	40.46387	-111.91364
1	Salt Lake	286.692	286.692	.048	40.46321	-111.9139
1	Salt Lake	286.628	286.628	.064	40.46231	-111.9142
1	Salt Lake	286.564	286.564	.065	40.46139	-111.91442
1	Salt Lake	286.5	286.5	.063	40.46048	-111.91457
1	Salt Lake	286.452	286.452	.048	40.45979	-111.91464
1	Salt Lake	286.404	286.404	.048	40.45909	-111.91467
1	Salt Lake	286.356	286.356	.048	40.4584	-111.91466
1	Salt Lake	286.292	286.292	.064	40.45747	-111.91459
1	Salt Lake	286.243	286.243	.049	40.45677	-111.91448
1	Salt Lake	286.162	286.162	.082	40.4556	-111.91427
1	Salt Lake	286.056	286.056	.106	40.45408	-111.91395
1	Salt Lake	285.941	285.941	.115	40.45243	-111.91366
1	Utah	285.865	285.865	.076	40.45135	-111.91343
1	Utah	285.827	285.827	.038	40.45081	-111.91327
1	Utah	285.77	285.77	.056	40.45004	-111.91291
1	Utah	285.725	285.725	.046	40.44944	-111.91255
1	Utah	285.696	285.696	.029	40.44908	-111.91227
1	Utah	285.656	285.656	.04	40.4486	-111.91186
1	Utah	285.62	285.62	.036	40.44819	-111.91144
1	Utah	285.562	285.562	.058	40.44755	-111.91072
1	Utah	285.506	285.506	.056	40.44699	-111.90996
1	Utah	285.056	285.056	.451	40.44259	-111.90365
1	Utah	284.937	284.937	.119	40.44142	-111.90199
1	Utah	284.79	284.79	.147	40.43998	-111.89994
1	Utah	284.752	284.752	.038	40.4396	-111.89943
1	Utah	284.7	284.7	.052	40.43904	-111.89878
1	Utah	284.659	284.659	.041	40.43859	-111.89826
1	Utah	284.519	284.519	.14	40.43698	-111.89664
1	Utah	284.339	284.339	.18	40.43491	-111.89457
1	Utah	284.199	284.199	.14	40.4333	-111.89297
1	Utah	284.033	284.033	.167	40.43139	-111.89104
1	Utah	283.775	283.775	.257	40.42843	-111.88808
1	Utah	283.655	283.655	.12	40.42707	-111.88665
1	Utah	283.581	283.581	.073	40.42624	-111.88578
1	Utah	283.38	283.38	.201	40.42403	-111.8833
1	Utah	283.163	283.163	.217	40.4217	-111.88054
1	Utah	283.059	283.059	.105	40.4206	-111.87918
1	Utah	282.991	282.991	.068	40.41991	-111.87826
1	Utah	282.828	282.828	.162	40.41823	-111.87611
1	Utah	282.71	282.71	.119	40.41702	-111.87451
1	Utah	282.611	282.611	.099	40.41604	-111.87314
1	Utah	282.552	282.552	.058	40.4155	-111.87229
1	Utah	282.475	282.475	.078	40.41481	-111.87113
1	Utah	282.396	282.396	.078	40.41414	-111.86993
1	Utah	282.319	282.319	.077	40.41349	-111.86874
1	Utah	282.222	282.222	.097	40.41266	-111.86726
1	Utah	282.145	282.145	.077	40.41198	-111.86611
1	Utah	282.064	282.064	.081	40.41123	-111.86493
1	Utah	281.652	281.652	.413	40.40728	-111.85906
1	Utah	281.329	281.329	.323	40.4042	-111.85446
1	Utah	281.09	281.09	.239	40.40191	-111.85107
1	Utah	280.914	280.914	.176	40.40023	-111.84857
1	Utah	280.819	280.819	.095	40.39934	-111.8472
1	Utah	280.737	280.737	.083	40.3986	-111.84597
1	Utah	280.65	280.65	.086	40.39785	-111.84466
1	Utah	280.593	280.593	.057	40.39738	-111.84377
1	Utah	280.463	280.463	.13	40.3963	-111.84175
1	Utah	280.365	280.365	.098	40.39549	-111.84023
1	Utah	280.294	280.294	.071	40.3949	-111.83912
1	Utah	280.239	280.239	.055	40.39441	-111.83829
1	Utah	280.183	280.183	.055	40.39387	-111.83752
1	Utah	280.129	280.129	.054	40.3933	-111.83681
1	Utah	280.093	280.093	.036	40.39289	-111.83638
1	Utah	280.075	280.075	.018	40.39267	-111.83619
1	Utah	280.052	280.052	.023	40.39239	-111.83595
1	Utah	280.02	280.02	.032	40.392	-111.83564
1	Utah	280.002	280.002	.018	40.39177	-111.83548
1	Utah	279.983	279.983	.019	40.39152	-111.83531
1	Utah	279.968	279.968	.014	40.39133	-111.8352
1	Utah	279.945	279.945	.023	40.39103	-111.83502
1	Utah	279.927	279.927	.019	40.39078	-111.83488
1	Utah	279.891	279.891	.036	40.39029	-111.83465
1	Utah	279.809	279.809	.081	40.38917	-111.83416
1	Utah	279.745	279.745	.065	40.38828	-111.83377
1	Utah	279.673	279.673	.072	40.3873	-111.83332
1	Utah	279.619	279.619	.054	40.38656	-111.83296
1	Utah	279.601	279.601	.018	40.38632	-111.83283
1	Utah	279.565	279.565	.035	40.38586	-111.83253
1	Utah	279.53	279.53	.035	40.38542	-111.83221
1	Utah	279.483	279.483	.047	40.38485	-111.83172
1	Utah	279.469	279.469	.015	40.38468	-111.83155
1	Utah	279.44	279.44	.028	40.38436	-111.83121
1	Utah	279.389	279.389	.051	40.3838	-111.83057
1	Utah	279.354	279.354	.035	40.38345	-111.8301
1	Utah	279.311	279.311	.043	40.38304	-111.82949
1	Utah	279.215	279.215	.096	40.38218	-111.82806
1	Utah	279.072	279.072	.144	40.38091	-111.8259
1	Utah	278.93	278.93	.142	40.37964	-111.82378
1	Utah	278.908	278.908	.022	40.37945	-111.82345
1	Utah	278.771	278.771	.137	40.37823	-111.8214
1	Utah	278.618	278.618	.153	40.37687	-111.81911
1	Utah	278.537	278.537	.081	40.37616	-111.81789
1	Utah	278.49	278.49	.047	40.37578	-111.81714
1	Utah	278.454	278.454	.035	40.37552	-111.81656
1	Utah	278.411	278.411	.043	40.37524	-111.81583
1	Utah	278.359	278.359	.052	40.37496	-111.81492
1	Utah	278.309	278.309	.051	40.37471	-111.81402
1	Utah	278.104	278.104	.205	40.3737	-111.81037
1	Utah	277.941	277.941	.163	40.3729	-111.80747
1	Utah	277.875	277.875	.067	40.37257	-111.80628
1	Utah	277.809	277.809	.066	40.37225	-111.80511
1	Utah	277.775	277.775	.034	40.37208	-111.80451
1	Utah	277.742	277.742	.034	40.37188	-111.80393
1	Utah	277.719	277.719	.023	40.37173	-111.80354
1	Utah	277.69	277.69	.028	40.37153	-111.80307
1	Utah	277.655	277.655	.035	40.37126	-111.80251
1	Utah	277.638	277.638	.018	40.37112	-111.80223
1	Utah	277.619	277.619	.018	40.37096	-111.80195
1	Utah	277.566	277.566	.054	40.37048	-111.80115
1	Utah	277.497	277.497	.068	40.36984	-111.80016
1	Utah	277.262	277.262	.235	40.36765	-111.79674
1	Utah	277.155	277.155	.107	40.36665	-111.79519
1	Utah	277.001	277.001	.154	40.36522	-111.79294
1	Utah	276.807	276.807	.194	40.36341	-111.79012
1	Utah	276.744	276.744	.063	40.36283	-111.7892
1	Utah	276.653	276.653	.09	40.36198	-111.7879
1	Utah	276.489	276.489	.164	40.36046	-111.78551
1	Utah	276.353	276.353	.136	40.35918	-111.78354
1	Utah	276.242	276.242	.111	40.35815	-111.78192
1	Utah	276.176	276.176	.065	40.35754	-111.78097
1	Utah	275.943	275.943	.234	40.35536	-111.77758
1	Utah	275.849	275.849	.094	40.3545	-111.77621
1	Utah	275.716	275.716	.133	40.35326	-111.77428
1	Utah	275.7	275.7	.016	40.35311	-111.77405
1	Utah	275.642	275.642	.058	40.35258	-111.7732
1	Utah	275.554	275.554	.088	40.35175	-111.77193
1	Utah	275.458	275.458	.096	40.35085	-111.77054
1	Utah	275.347	275.347	.111	40.34982	-111.76892
1	Utah	275.329	275.329	.018	40.34965	-111.76866
1	Utah	275.042	275.042	.287	40.34698	-111.7645
1	Utah	274.966	274.966	.077	40.34627	-111.76338
1	Utah	274.722	274.722	.244	40.344	-111.75984
1	Utah	274.488	274.488	.234	40.34182	-111.75645
1	Utah	274.353	274.353	.136	40.34056	-111.75448
1	Utah	274.072	274.072	.28	40.33794	-111.75042
1	Utah	273.601	273.601	.472	40.33355	-111.74357
1	Utah	273.254	273.254	.347	40.33032	-111.73854
1	Utah	273.223	273.223	.031	40.33003	-111.73808
1	Utah	273.069	273.069	.154	40.3286	-111.73585
1	Utah	272.959	272.959	.11	40.32758	-111.73425
1	Utah	272.824	272.824	.135	40.32632	-111.73229
1	Utah	272.741	272.741	.083	40.32554	-111.73109
1	Utah	272.694	272.694	.047	40.3251	-111.73041
1	Utah	272.663	272.663	.031	40.3248	-111.72997
1	Utah	272.616	272.616	.046	40.32433	-111.72934
