Fwy	District	County	City	State PM	Abs PM	Length	ID	Name	Lanes	Type	HOV	Traffic.com ID
I15-S	1	Salt Lake		289.61	289.61	.625	4563	SB I-15 HOV @ 13600 S	1	HOV	24H	24736
I15-S	1	Salt Lake		289.61	289.61	.625	583	SB I-15 @ 13600 S	4	Mainline	No	24447
I15-S	1	Salt Lake		289.63	289.63		1583	SB I-15 @ BANGERTER (ONRAMP)	2	On Ramp	No	24715
I15-S	1	Salt Lake		289.98	289.98	.325	4562	SB I-15 HOV @ 13400 S	1	HOV	24H	24726
I15-S	1	Salt Lake		289.98	289.98	.325	582	SB I-15 @ 13400 S	4	Mainline	No	24940
I15-S	1	Salt Lake		290.26	290.26	.35	580	SB I-15 @ 13275 S	5	Mainline	No	24832
I15-S	1	Salt Lake		290.26	290.26	.35	99580	SB I-15 HOV @ 13275 S	1	HOV	24H	24253
I15-S	1	Salt Lake		290.68	290.68	.445	579	SB I-15 @12950 S	5	Mainline	No	24829
I15-S	1	Salt Lake		290.68	290.68	.445	99579	SB I-15 HOV @ 12700 S	1	HOV	24H	24721
I15-S	1	Salt Lake		291.15	291.15	.24	8578	SB I-15 Ramp Meter @12300 South	5	Mainline	No	34230
I15-S	1	Salt Lake		291.15	291.15	.24	98578	SB I-15 On-Ramp @ 12300 S (Trail	1	HOV	24H	34303
I15-S	1	Salt Lake		291.15	291.15		1578	SB I-15 @ 12300 S (ON RAMP)	3	On Ramp	No	34198
I15-S	1	Salt Lake		291.16	291.16	.195	578	SB I-15 Ramp Meter @12300 S  (Le	5	Mainline	No	34154
I15-S	1	Salt Lake		291.16	291.16	.195	99578	SB I-15 On Ramp @ 12300 S (Leadi	1	HOV	24H	34323
I15-S	1	Salt Lake		291.54	291.54	.665	99577	SB I-15 @ 12200 South HOV Lanes	1	HOV	24H	34306
I15-S	1	Salt Lake		291.54	291.54	.405	577	SB I-15 @ 12200 S	5	Mainline	No	34153
I15-S	1	Salt Lake		291.54	291.54		2577	SB I-15 @ 12300 S (Off Ramp)	2	Off Ramp	No	34245
I15-S	1	Salt Lake		291.97	291.97	.475	576	SB I-15 @ 11900 S	5	Mainline	No	24640
I15-S	1	Salt Lake		292.49	292.49	.505	574	SB I-15 @ 11500 S	5	Mainline	No	24934
I15-S	1	Salt Lake		292.49	292.49	.72	4553	SB I-15 HOV @ 11500 S	1	HOV	24H	24849
I15-S	1	Salt Lake		292.62	292.62		1573	SB I-15 @ 11400 S SB (ON RAMP)	3	On Ramp	No	46814
I15-S	1	Salt Lake		292.98	292.98	.545	572	SB I-15 @ 11000 S	6	Mainline	No	25009
I15-S	1	Salt Lake		292.98	292.98	.545	99572	SB I-15 HOV @ 11000 S	1	HOV	24H	24976
I15-S	1	Salt Lake		293.58	293.58	.595	99570	SB I-15 HOV @10600 S	1	HOV	24H	34278
I15-S	1	Salt Lake		293.58	293.58	.595	570	SB I-15 @ 10600 S	5	Mainline	No	34152
I15-S	1	Salt Lake		293.61	293.61		1571	SB I-15 @ 10600 S Ramp Meter, Pa	3	On Ramp	No	34241
I15-S	1	Salt Lake		293.75	293.75	.295	2385	SB I-15 @ 10600 S SB (OFF RAMP)	2	Off Ramp	No	45144
I15-S	1	Salt Lake		294.17	294.17	.595	99567	SB I-15 HOV @ 10100 S	1	HOV	24H	24702
I15-S	1	Salt Lake		294.17	294.17	.595	567	SB I-15 @ 10100 S	6	Mainline	No	24503
I15-S	1	Salt Lake		294.77	294.77	.67	99565	SB I-15 HOV @  9600 S	1	HOV	24H	24346
I15-S	1	Salt Lake		294.77	294.77	.67	565	SB I-15 @  9600 S	6	Mainline	No	24744
I15-S	1	Salt Lake		295.44	295.44		1563	SB I-15 @ 9000 S (ON RAMP)	3	On Ramp	No	24742
I15-S	1	Salt Lake		295.51	295.51	.79	99562	SB I-15 HOV @ 9000 South (Leadin	1	HOV	24H	34240
I15-S	1	Salt Lake		295.51	295.51	.79	562	SB I-15 @ 9000 South (Leading)	5	Mainline	No	34167
I15-S	1	Salt Lake		295.80	295.8		2561	SB I-15 @ 9000 S (OFF RAMP)	3	Off Ramp	No	24552
I15-S	1	Salt Lake		296.35	296.35	.675	559	SB I-15 @ 8600 S	7	Mainline	No	25022
I15-S	1	Salt Lake		296.35	296.35	.675	99559	SB I-15 HOV @ 8600 S	1	HOV	24H	24367
I15-S	1	Salt Lake		296.86	296.86	.625	557	SB I-15 @ 8000 S	7	Mainline	No	24537
I15-S	1	Salt Lake		296.86	296.86	.625	99557	SB I-15 HOV @ 8000 S	1	HOV	24H	24266
I15-S	1	Salt Lake		297.53	297.53		1555	SB I-15 @ 7200 S (ON RAMP)	3	On Ramp	No	24671
I15-S	1	Salt Lake		297.60	297.6		3555	I-215 to SB I-15 On Ramp (Leadin	2	Fwy-Fwy	No	34265
I15-S	1	Salt Lake		297.60	297.6	.48	99555	SB I-15 @ 7300 S (Leading)	1	HOV	24H	24273
I15-S	1	Salt Lake		297.60	297.6	.48	555	SB I-15 @ 7300 S (7200 S SB Mete	4	Mainline	No	24391
I15-S	1	Salt Lake		297.82	297.82	.345	553	SB I-15 @ 7250 S	4	Mainline	No	24997
I15-S	1	Salt Lake		297.82	297.82	.345	99553	SB I-15 HOV @ 7250 S	1	HOV	24H	24823
I15-S	1	Salt Lake		298.28	298.28		4551	SB I-15 COL @ 7200 S (OFF RAMP)	2	Off Ramp	No	24577
I15-S	1	Salt Lake		298.28	298.28		3551	SB I-15 @ 7200 S COL	3	Fwy-Fwy	No	24952
I15-S	1	Salt Lake		298.29	298.29		2551	SB I-15 TO 7200 S OFF RAMP CON	1	Off Ramp	No	25002
I15-S	1	Salt Lake		298.29	298.29	.45	99551	SB I-15 HOV @ 7000 S	1	HOV	24H	24803
I15-S	1	Salt Lake		298.29	298.29	.45	551	SB I-15 @ 7000 S	4	Mainline	No	24941
I15-S	1	Salt Lake		298.72	298.72	.395	99549	SB I-15 HOV @ WINCHESTER	1	HOV	24H	24840
I15-S	1	Salt Lake		298.72	298.72	.395	549	SB I-15 @ WINCHESTER	5	Mainline	No	24466
I15-S	1	Salt Lake		299.08	299.08	.48	99547	SB I-15 HOV @ I-215-S INTERCHANG	1	HOV	24H	24896
I15-S	1	Salt Lake		299.08	299.08	.48	547	SB I-15 @ I-215-S INTERCHANGE	5	Mainline	No	24939
I15-S	1	Salt Lake		299.14	299.14		2547	SB I-15 TO WB I-215-S CON	1	Off Ramp	No	24955
I15-S	1	Salt Lake		299.15	299.15		4547	SB I-15 TO EB I-215-S COLLECTOR	2	Off Ramp	No	24289
I15-S	1	Salt Lake		299.68	299.68	.43	99545	SB I-15 HOV @ 5800 S	1	HOV	24H	24274
I15-S	1	Salt Lake		299.68	299.68	.43	545	SB I-15 @ 5800 S	6	Mainline	No	24485
I15-S	1	Salt Lake		299.94	299.94	.17	99544	SB I-15 HOV @ 5500 S (Trailing)	1	HOV	24H	24444
I15-S	1	Salt Lake		299.94	299.94	.17	544	SB I-15 @ 5500 S (Trailing)	5	Mainline	No	24265
I15-S	1	Salt Lake		299.94	299.94		1544	I-15 NB @ 5300 S Onramp	2	On Ramp	No	
I15-S	1	Salt Lake		299.98	299.98		1543	SB I-15 @ 5300 S (ON RAMP)	2	On Ramp	No	24789
I15-S	1	Salt Lake		300.02	300.02	.34	543	SB I-15 @ 5500 S (Leading)	5	Mainline	No	24545
I15-S	1	Salt Lake		300.02	300.02	.34	99543	SB I-15 HOV @ 5500 S (Leading)	1	HOV	24H	24460
I15-S	1	Salt Lake		300.62	300.62	.485	541	SB I-15 @ 5200 S	5	Mainline	No	24658
I15-S	1	Salt Lake		300.62	300.62	.485	99541	SB I-15 HOV @ 5200 S	1	HOV	24H	24389
I15-S	1	Salt Lake		300.62	300.62		2541	SB I-15 @ 5300 S (OFF RAMP)	2	Off Ramp	No	24276
I15-S	1	Salt Lake		300.99	300.99	.455	99539	SB I-15 @ 4800 S	1	HOV	24H	24991
I15-S	1	Salt Lake		300.99	300.99	.455	539	SB I-15 @ 4800 S	6	Mainline	No	24562
I15-S	1	Salt Lake		301.52	301.52		1537	SB I-15 @ 4500 S (ON RAMP)	3	On Ramp	No	24770
I15-S	1	Salt Lake		301.53	301.53	.275	99538	SB I-15 HOV @ 4500 S (Trailing)	1	HOV	24H	24890
I15-S	1	Salt Lake		301.53	301.53	.275	538	SB I-15 @ 4500 S (Trailing)	5	Mainline	No	24889
I15-S	1	Salt Lake		301.54	301.54	.2	99537	SB I-15 HOV @ 4500 S (Leading)	1	HOV	24H	24239
I15-S	1	Salt Lake		301.54	301.54	.2	537	SB I-15 @ 4500 S (Leading)	5	Mainline	No	24747
I15-S	1	Salt Lake		301.93	301.93		2536	SB I-15 @ 4500 S (OFF RAMP)	2	Off Ramp	No	24425
I15-S	1	Salt Lake		301.93	301.93	.36	536	SB I-15 @ 4400 S	5	Mainline	No	24971
I15-S	1	Salt Lake		301.93	301.93	.36	99536	SB I-15 @ 4400 S HOV Lane	1	HOV	24H	24798
I15-S	1	Salt Lake		302.26	302.26	.65	99534	SB I-15 @ 4000 S HOV Lane	1	HOV	24H	24536
I15-S	1	Salt Lake		302.26	302.26	.65	534	SB I-15 @ 4000 S	6	Mainline	No	24342
I15-S	1	Salt Lake		303.21	303.21		1530	SB I-15 @ 3300 S RAMP METER (Pas	3	On Ramp	No	24792
I15-S	1	Salt Lake		303.23	303.23	.685	99530	SB I-15 HOV @ 3300 S (Leading)	1	HOV	24H	24729
I15-S	1	Salt Lake		303.23	303.23	.685	530	SB I-15 @ 3300 S (Leading)	5	Mainline	No	24663
I15-S	1	Salt Lake		303.63	303.63	.385	99528	SB I-15 @ 3200 S HOV Lane	1	HOV	24H	24312
I15-S	1	Salt Lake		303.63	303.63	.385	528	SB I-15 @ 3200 S	5	Mainline	No	25012
I15-S	1	Salt Lake		303.66	303.66		2528	SB I-15 @ 3300 S (OFF RAMP)	2	Off Ramp	No	24470
I15-S	1	Salt Lake		304.00	304	.455	526	SB I-15 @ 2900 S	6	Mainline	No	24331
I15-S	1	Salt Lake		304.00	304	.45	99526	SB I-15 @ 2900 S HOV Lane	1	HOV	24H	24745
I15-S	1	Salt Lake		304.53	304.53	.44	99524	SB I-15 @ 2550 S HOV	1	HOV	24H	24750
I15-S	1	Salt Lake		304.54	304.54	.44	524	SB I-15 @ 2500 S	4	Mainline	No	24566
I15-S	1	Salt Lake		304.56	304.56		3524	WB I-80 TO SB I-15 CONNECTOR	2	Fwy-Fwy	No	24490
I15-S	1	Salt Lake		304.56	304.56		1524	SB I-15 TO SB I-15 CON	1	Fwy-Fwy	No	24760
I15-S	1	Salt Lake		304.56	304.56		4524	EB SR-201 TO SB I-15 CON	1	Fwy-Fwy	No	24727
I15-S	1	Salt Lake		304.88	304.88	.47	522	SB I-15 @ 2200 S	4	Mainline	No	24698
I15-S	1	Salt Lake		304.88	304.88	.475	99522	SB I-15 @ 2200 S	1	HOV	24H	24416
I15-S	1	Salt Lake		305.08	305.08		2522	SB I-15 MAINLINE COL TO EB I-80	3	Fwy-Fwy	No	24606
I15-S	1	Salt Lake		305.09	305.09		3522	SB I-15 COL TO EB I-80 CON	1	Fwy-Fwy	No	24752
I15-S	1	Salt Lake		305.26	305.26		1522	SB I-15 FROM 2100 S (ON RAMP)	1	On Ramp	No	24946
I15-S	1	Salt Lake		305.47	305.47		2520	SB I-15 COL TO WB SR-201	1	Fwy-Fwy	No	24493
I15-S	1	Salt Lake		305.48	305.48		2519	SB I-15 COL TO WB SR-201 RADAR	1	Fwy-Fwy	No	
I15-S	1	Salt Lake		305.48	305.48	.45	519	SB I-15 @ 1900 S  Radar	6	Mainline	No	
I15-S	1	Salt Lake		305.48	305.48		3520	SB I-15 COL @ 1900 S	2	Fwy-Fwy	No	24967
I15-S	1	Salt Lake		305.48	305.48		4520	SB I-15 COL TO 2100 S OFF RAMP	1	Off Ramp	No	24714
I15-S	1	Salt Lake		305.48	305.48		4519	SB I-15 COL TO 2100 S OFF RAMP R	1	Off Ramp	No	
I15-S	1	Salt Lake		305.48	305.48	.45	99519	SB I-15 @ 1900 S HOV Lane Radar	1	HOV	24H	
I15-S	1	Salt Lake		305.48	305.48	.3	99520	SB I-15 @ 1900 S HOV Lane	1	HOV	24H	24452
I15-S	1	Salt Lake		305.48	305.48	.3	520	SB I-15 @ 1900 S	6	Mainline	No	24651
I15-S	1	Salt Lake		305.48	305.48		3519	SB I-15 COL @ 1900 S Radar	2	Fwy-Fwy	No	
I15-S	1	Salt Lake		306.11	306.11		1518	SB I-15 COLLECTOR @ 1300 S (ON R	1	On Ramp	No	24712
I15-S	1	Salt Lake		306.13	306.13		3518	SB I-15 COL @ 1500 S	4	Fwy-Fwy	No	24603
I15-S	1	Salt Lake		306.38	306.38	.88	516	SB I-15 @ 1320 S	5	Mainline	No	24334
I15-S	1	Salt Lake		306.38	306.38	.88	99516	SB I-15 @ 1320 S HOV Lane	1	HOV	24H	24362
I15-S	1	Salt Lake		306.51	306.51		3515	SB I-15 Offramp to SR 201, I-80,	2	Fwy-Fwy	No	24794
I15-S	1	Salt Lake		306.51	306.51		1515	SB I-15 @ 900 S Onramp to SR 201	2	On Ramp	No	24636
I15-S	1	Salt Lake		306.53	306.53		2515	SB I-15 @ 1300 S  Offramp	2	Off Ramp	No	24645
I15-S	1	Salt Lake		307.24	307.24	.775	99514	SB I-15 @ 700 S HOV Lane	1	HOV	24H	24478
I15-S	1	Salt Lake		307.24	307.24	.775	514	SB I-15 @ 700 S	5	Mainline	No	24582
I15-S	1	Salt Lake		307.24	307.24		1514	SB I-15 @ 500 S (ON RAMP)	2	On Ramp	No	24979
I15-S	1	Salt Lake		307.75	307.75		2513	WB I-80 to SB I-15 Collector	2	Fwy-Fwy	No	24931
I15-S	1	Salt Lake		307.93	307.93	.765	99512	SB I-15 @ 300 S HOV Lane	1	HOV	24H	24617
I15-S	1	Salt Lake		307.93	307.93	.765	512	SB I-15 @ 300 S	4	Mainline	No	24247
I15-S	1	Salt Lake		307.94	307.94		2512	SB I-15 @ 400 S (OFF RAMP)	1	Off Ramp	No	24620
I15-S	1	Salt Lake		308.77	308.77	.625	510	SB I-15 @ 150 NORTH	5	Mainline	No	24352
I15-S	1	Salt Lake		308.77	308.77	.625	99510	SB I-15 @ 150 NORTH HOV Lane	1	HOV	24H	24469
I15-S	1	Salt Lake		309.18	309.18	.35	508	SB I-15 @ 550 N	4	Mainline	No	24435
I15-S	1	Salt Lake		309.18	309.18	.35	99508	SB I-15 HOV @ 600 N (I-15 SB 600	1	HOV	24H	41612
I15-S	1	Salt Lake		309.18	309.18		1508	SB I-15 @ 600 N (ON RAMP)	1	On Ramp	No	24326
I15-S	1	Salt Lake		309.47	309.47		2507	SB I-15 @ 600 N (OFF RAMP)	2	Off Ramp	No	24790
I15-S	1	Salt Lake		309.47	309.47	.39	99507	SB I-15 HOV @ 650 N	1	HOV	24H	41373
I15-S	1	Salt Lake		309.47	309.47	.39	507	SB I-15 @ 650 N	4	Mainline	No	24608
I15-S	1	Salt Lake		309.96	309.96	.355	99505	SB I-15 HOV @ 1000 N	1	HOV	24H	41516
I15-S	1	Salt Lake		309.96	309.96		1505	SB I-15 @ 1000 N (ON RAMP)	1	On Ramp	No	24339
I15-S	1	Salt Lake		309.96	309.96	.355	505	SB I-15 @ 1000 N	4	Mainline	No	25023
I15-S	1	Salt Lake		310.18	310.18	.42	503	SB I-15 @ 1100 N	4	Mainline	No	24844
I15-S	1	Salt Lake		310.18	310.18	.42	99503	I-15 SB HOV @ 1100 N SB	1	HOV	24H	41493
I15-S	1	Salt Lake		310.30	310.3		2503	SB I-15 @ 1100 N (OFF RAMP)	1	Off Ramp	No	24644
I15-S	1	Salt Lake		310.80	310.8	.55	99499	SB I-15 HOV @ 1600 N	1	HOV	24H	41512
I15-S	1	Salt Lake		310.80	310.8	.55	499	SB I-15 MNL @ 1600 N	4	Mainline	No	24909
I15-S	1	Salt Lake		311.28	311.28	.37	99500	SB I-15 HOV @ 2300 N	1	HOV	24H	41564
I15-S	1	Salt Lake		311.28	311.28		1501	SB I-15 @ 2300 N (ON RAMP)	1	On Ramp	No	24479
I15-S	1	Salt Lake		311.28	311.28	.37	500	SB I-15 @ 2300 N	4	Mainline	No	24475
I15-S	1	Salt Lake		311.54	311.54	.44	481	SB I-15 MNL @ 2300 N MP 311.54	4	Mainline	No	41509
I15-S	1	Salt Lake		311.54	311.54	.44	99481	SB I-15 HOV @ 2300 N SB	1	HOV	24H	41543
I15-S	1	Salt Lake		312.16	312.16	.482	99497	SB I-15 HOV @ BECK ST	1	HOV	24H	41611
I15-S	1	Salt Lake		312.16	312.16	.482	497	SB I-15 @ BECK ST	4	Mainline	No	24394
I15-S	1	Davis		312.74	312.74	.408	495	SB I-15 MNL @ SB Beck St	4	Mainline	No	24738
I15-S	1	Davis		312.74	312.74	.26	9495	SB I-15 @ SB Beck St Ramp Meter	3	Mainline	No	24263
I15-S	1	Salt Lake		312.74	312.74	.698	99495	SB I-15 HOV @ US 89 SB	1	HOV	24H	41515
I15-S	1	Davis		312.79	312.79		1495	SB I-15 @ SB Beck Street Ramp Me	2	On Ramp	No	39422
I15-S	1	Davis		313.26	313.26	.5	494	SB I-15 @ I-215-N INTERCHANGE	3	Mainline	No	24320
I15-S	1	Davis		313.26	313.26		2495	SB I-15 TO BECK STREET OFFRAMP	1	Off Ramp	No	24467
I15-S	1	Davis		313.74	313.74	.515	492	SB I-15 CENTER ST (NORTH SL)	5	Mainline	No	24621
I15-S	1	Davis		314.29	314.29	.45	491	SB I-15 @ MAIN ST (NORTH SL)	5	Mainline	No	24311
I15-S	1	Davis		314.64	314.64	.435	490	SB I-15 @ 3000 S (BOUNTIFUL Coor	5	Mainline	No	24914
I15-S	1	Davis		315.16	315.16	.265	489	SB I-15 @ 2600 S - SB Ramp Meter	4	Mainline	No	24985
I15-S	1	Davis		315.17	315.17	.29	488	SB I-15 @ 2600 S - SB Ramp Meter	4	Mainline	No	24851
I15-S	1	Davis		315.74	315.74	.53	487	SB I-15 @ 2100 S North Salt Lake	4	Mainline	No	39324
I15-S	1	Davis		316.23	316.23	.55	486	SB I-15 @ 1500 S Bountiful	4	Mainline	No	39581
I15-S	1	Davis		316.76	316.76		1761	I-15 SB Ramp Meter @ 500 S Bount	2	On Ramp	No	24441
I15-S	1	Davis		316.84	316.84	.31	763	I-15 SB Ramp Meter 500 S Bountif	4	Mainline	No	24388
I15-S	1	Davis		316.85	316.85	.36	761	I-15 SB Ramp Meter 500 S Bountif	4	Mainline	No	24848
I15-S	1	Davis		317.48	317.48		1459	SB I-15 On Ramp @ 400 N Bountifu	1	On Ramp	No	34180
I15-S	1	Davis		317.56	317.56	.635	459	SB I-15 @ 400 N Bountiful	4	Mainline	No	34166
I15-S	1	Davis		318.12	318.12	.6	466	SB I-15 @ 500 W Bountiful	4	Mainline	No	39386
I15-S	1	Davis		318.76	318.76	.59	472	SB I-15 @ 600 S - Centerville	4	Mainline	No	39622
I15-S	1	Davis		319.30	319.3		1751	I-15 SB On Ramp @ Parrish Lane	1	On Ramp	No	41480
I15-S	1	Davis		319.30	319.3	.455	751	I-15 SB Ramp Meter @ Parrish Lan	4	Mainline	No	24446
I15-S	1	Davis		319.34	319.34		1752	I-15 SB Ramp Meter @ Parrish Lan	2	On Ramp	No	24539
I15-S	1	Davis		319.67	319.67		2461	SB I-15 @ PARISH (Centerville) O	1	Off Ramp	No	41494
I15-S	1	Davis		319.67	319.67	.58	461	SB I-15 @ PARISH (Centerville) M	4	Mainline	No	41544
I15-S	1	Davis		320.46	320.46	.82	464	SB I-15 @ 1400 N Centerville	4	Mainline	No	39345
I15-S	1	Davis		321.31	321.31	.75	755	I-15 SB 2000 N Centerville	4	Mainline	No	24657
I15-S	1	Davis		321.96	321.96	.69	774	SB I-15 @ 1400 S Farmington	4	Mainline	No	39322
I15-S	1	Davis		322.59	322.59		1753	I-15 SB Ramp Meter @ Glover Lane	1	On Ramp	No	24397
I15-S	1	Davis		322.69	322.69	.555	753	I-15 SB Ramp Meter @ Glover Lane	4	Mainline	No	24381
I15-S	1	Davis		323.07	323.07	.48	773	SB I-15 @ Frontage Rd Farmington	4	Mainline	No	39349
I15-S	1	Davis		323.65	323.65	.605	759	I-15 SB @ State Street (Farmingt	5	Mainline	No	24772
I15-S	1	Davis		324.27	324.27	.315	83854	US-89 SB to I-15 SB Connector (T	2	Fwy-Fwy	No	34260
I15-S	1	Davis		324.28	324.28	.37	3854	US-89 SB to I-15 SB Connector (L	2	Mainline	No	34255
I15-S	1	Davis		324.28	324.28		4854	I-15 SB @ Park Lane Onramp (US-8	1	On Ramp	No	34257
I15-S	1	Davis		324.39	324.39	.065	900	SB I-15 @ Park LN	4	Mainline	No	34146
I15-S	1	Davis		324.41	324.41	2.63	99901	SB I-15 HOV @ Park Lane	1	HOV	24H	39439
I15-S	1	Davis		324.41	324.41	.14	901	SB-15 @ Park Lane	4	Mainline	No	39363
I15-S	1	Davis		324.67	324.67	.47	910	SB I-15 North of Park Lane	4	Mainline	No	39600
I15-S	1	Davis		324.67	324.67	.47	4910	SB I-15 HOV North of Park Lane	1	HOV	24H	
I15-S	1	Davis		325.35	325.35	.78	99908	SB I-15 HOV @ Shepard Ln Farming	1	HOV	24H	41613
I15-S	1	Davis		325.35	325.35	.78	908	SB I-15 @ Shepard Ln Farmington	4	Mainline	No	39356
I15-S	1	Davis		326.23	326.23		1906	SB I-15 On Ramp @ Kaysville NB R	1	On Ramp	No	41530
I15-S	1	Davis		326.23	326.23	.985	99906	SB I-15 HOV @ Kaysville NB Rest	1	HOV	24H	41639
I15-S	1	Davis		326.23	326.23	.985	906	SB I-15 @ Kaysville NB Rest Area	4	Mainline	No	39370
I15-S	1	Davis		327.32	327.32	1.02	99904	SB I-15 HOV @ Kaysville Ponds Ka	1	HOV	24H	39337
I15-S	1	Davis		327.32	327.32	1.02	904	SB I-15 @ Kaysville Ponds Kaysvi	4	Mainline	No	39366
I15-S	1	Davis		328.27	328.27		1772	SB I-15 On Ramp @ 200 N NB Offra	1	On Ramp	No	39355
I15-S	1	Davis		328.27	328.27	.805	772	SB I-15 @ 200 N NB Off Kaysville	4	Mainline	No	39365
I15-S	1	Davis		328.27	328.27	.805	99772	SB I-15 HOV @ 200 N NB Off Kaysv	1	HOV	24H	39335
I15-S	1	Davis		328.93	328.93		2770	SB I-15 Off Ramp @ 200 N SB Offr	1	Off Ramp	No	39588
I15-S	1	Davis		328.93	328.93	.805	770	SB I-15 @ 200 N SB Off Kaysville	4	Mainline	No	39368
I15-S	1	Davis		328.93	328.93	2.83	99770	SB I-15 HOV @ 200 N SB Off Kaysv	1	HOV	24H	39423
I15-S	1	Davis		329.88	329.88	.68	738	SB I-15 @ Layton Pkwy SB On, Lay	4	Mainline	No	43920
I15-S	1	Davis		330.29	330.29	.74	740	SB I-15 @ Layton Pkwy NB On, Lay	4	Mainline	No	43917
I15-S	1	Davis		330.29	330.29		2740	I-15 SB Off-Ramp @ Layton Parkwa	1	Off Ramp	No	43916
I15-S	1	Davis		331.36	331.36		1768	SB I-15 On ramp @ SR232 NB Offra	1	On Ramp	No	39354
I15-S	1	Davis		331.36	331.36	.77	768	SB I-15 @ SR232 NB Off Layton	3	Mainline	No	39387
I15-S	1	Davis		331.83	331.83	.595	988	SB I-15 @ SR232 SB Off Layton	3	Mainline	No	39587
I15-S	1	Davis		331.83	331.83		2988	NB I-15 @ SR232 SB Off  Layton	2	Off Ramp	No	39533
I15-S	1	Davis		332.55	332.55		1986	NB I-15 @ Antelope NB Off Layton	1	On Ramp	No	39606
I15-S	1	Davis		332.55	332.55	.66	986	SB I-15 @ Antelope NB Off Layton	3	Mainline	No	39620
I15-S	1	Davis		333.15	333.15	.62	984	SB I-15 @ Antelope NB On Layton	3	Mainline	No	39602
I15-S	1	Davis		333.15	333.15		2984	I-15 @ Antelope NB Onramp - Layt	2	Off Ramp	No	39582
I15-S	1	Davis		333.79	333.79	.605	982	SB I-15 @ SR193 NB Off Clearfiel	3	Mainline	No	39575
I15-S	1	Davis		334.36	334.36	.565	980	SB I-15 @ SR193 SB Off Clearfiel	3	Mainline	No	41378
I15-S	1	Davis		334.36	334.36		2980	SB I-15 Offramp @ SR193 SB Off C	1	Off Ramp	No	41476
I15-S	1	Davis		334.92	334.92	.595	978	SB I-15 @ Center St Clearfield	3	Mainline	No	41506
I15-S	1	Davis		335.55	335.55		1976	I-15 650 N SB Onramp - Clearfiel	1	On Ramp	No	39578
I15-S	1	Davis		335.55	335.55	.565	976	SB I-15 @ 650 N SB On Sunset	3	Mainline	No	39598
I15-S	1	Davis		336.05	336.05		2974	I-15 @ 650 N SB Offramp - Clearf	1	Off Ramp	No	39608
I15-S	1	Davis		336.05	336.05	.41	974	SB I-15 @ 650 N SB Off Sunset	3	Mainline	No	39610
I15-S	1	Davis		336.37	336.37	.705	972	SB I-15 @ 1500 N Sunset	3	Mainline	No	39585
I15-S	1	Davis		337.46	337.46	.81	970	SB I-15 @ 2300 N Sunset	3	Mainline	No	39373
I15-S	1	Weber		338.18	338.18		1968	I-15 5600 S SB Onramp - Roy	1	On Ramp	No	41518
I15-S	1	Weber		338.18	338.18	.715	968	SB I-15 @ 5600 S NB Off Roy	3	Mainline	No	39579
I15-S	1	Weber		338.70	338.7	.745	914	SB I-15 @ 5600 S SB Off Roy	3	Mainline	No	41546
I15-S	1	Weber		338.70	338.7		2914	SB I-15 off-ramp @ 5600 S Roy	2	Off Ramp	No	41519
I15-S	1	Weber		338.70	338.7		1915	NB I-15 on-ramp @ 5600 S Roy	1	On Ramp	No	41561
I15-S	1	Weber		339.67	339.67	.71	963	SB I-15 @ 4600 S Riverdale	3	Mainline	No	39376
I15-S	1	Weber		340.12	340.12	.565	965	SB I-15 @ 4400 S Riverdale	3	Mainline	No	39369
I15-S	1	Weber		340.80	340.8		1966	SB I-15 CON to I-84 @ 3990 S - R	2	Fwy-Fwy	No	34244
I15-S	1	Weber		340.80	340.8	.565	966	SB I-15 @ 3990 S - Riverdale	3	Mainline	No	34079
I15-S	1	Weber		341.25	341.25	.59	964	SB I-15 @ River Valley Rd - Rive	4	Mainline	No	34127
I15-S	1	Weber		341.92	341.92		1962	SB I-15 on-ramp @ 31st Street -	2	On Ramp	No	34224
I15-S	1	Weber		341.98	341.98	.675	962	SB I-15 @ 31st Street - Ogden	4	Mainline	No	34126
I15-S	1	Weber		342.08	342.08		2962	SB I-15 off-ramp @ 31st Street -	1	Off Ramp	No	34249
I15-S	1	Weber		342.60	342.6	.49	960	SB I-15 @ 2600 S - Ogden	5	Mainline	No	34110
I15-S	1	Weber		342.96	342.96		1958	SB I-15 on-ramp @ 24th Street -	1	On Ramp	No	34213
I15-S	1	Weber		342.96	342.96	.395	958	Sb-15 @ 24th Street - Ogden	4	Mainline	No	33996
I15-S	1	Weber		343.39	343.39	.48	956	SB I-15 @ 2300 S - Ogden	4	Mainline	No	34109
I15-S	1	Weber		343.91	343.91		1954	SB I-15 on-ramp @ 21st Street -	1	On Ramp	No	34243
I15-S	1	Weber		343.92	343.92	.51	954	SB I-15 @ 21st Street - Ogden	4	Mainline	No	34075
I15-S	1	Weber		343.99	343.99		2954	SB I-15 off-ramp @ 21st Street -	3	Off Ramp	No	34217
I15-S	1	Weber		344.41	344.41	.52	952	SB I-15 @ W River Canal - Ogden	4	Mainline	No	34074
I15-S	1	Weber		344.94	344.94		1950	SB I-15 on-ramp @ 12th Street -	2	On Ramp	No	34212
I15-S	1	Weber		344.96	344.96	.76	950	SB I-15 @ 12th Street - Ogden	3	Mainline	No	34106
I15-S	1	Weber		345.05	345.05		2950	SB I-15 off-ramp @ 12th Street -	2	Off Ramp	No	34216
